"","time.index","tv.volume","tv.spend","search.clicks","search.imps","search.matching.query.volume","search.query.volume","search.spend","total.spend","brand.sales","competitor.sales","revenue","profit","tv.budget.index","tv.budget","search.budget.index","search.budget","market.rate"
"236",236,0,0,0,0,0,9789975,0,0,719291,3998497,3610840.82,3610840.82,5,0,5,0,0.359144720303714
"237",237,0,0,0,0,0,9351963,0,0,677037,3764583,3290399.82,3290399.82,5,0,5,0,0.33810210821357
"238",238,0,0,0,0,0,8828267,0,0,625481,3486261,3071111.71,3071111.71,5,0,5,0,0.312684231365836
"239",239,0,0,0,0,0,9432172,0,0,684879,3808198,3438092.58,3438092.58,5,0,5,0,0.341749538686083
"240",240,0,0,0,0,0,10260174,0,0,765061,4258751,3832955.61,3832955.61,5,0,5,0,0.382399053640249
"241",241,0,0,0,0,0,12051134,0,0,942357,5230595,5983966.95,5983966.95,5,0,5,0,0.470116971787831
"242",242,0,0,0,0,0,11211190,0,0,860274,4776752,5514356.34,5514356.34,5,0,5,0,0.428735828753029
"243",243,0,0,0,0,0,13110739,0,0,1043422,5797812,6719637.68,6719637.68,5,0,5,0,0.520863405797796
"244",244,0,0,0,0,0,13080580,0,0,1041412,5783533,6810834.48,6810834.48,5,0,5,0,0.519435211524478
"245",245,0,0,0,0,0,12705008,0,0,1003861,5581672,6555212.33,6555212.33,5,0,5,0,0.501037594808506
"246",246,0,0,0,0,0,13700715,0,0,1101186,6117097,7190744.58,7190744.58,5,0,5,0,0.549449962389529
"247",247,0,0,0,0,0,14016176,0,0,1132189,6286600,7313940.94,7313940.94,5,0,5,0,0.564925655683022
"248",248,0,0,0,0,0,14406778,0,0,1169732,6502839,7603258,7603258,5,0,5,0,0.583887063639144
"249",249,0,0,0,0,0,14076870,0,0,1137893,6324703,7384925.57,7384925.57,5,0,5,0,0.567848556240944
"250",250,0,0,0,0,0,12493381,0,0,981571,5468179,6360580.08,6360580.08,5,0,5,0,0.490743904759403
"251",251,0,0,0,0,0,15496401,0,0,1275002,7085607,8172762.82,8172762.82,5,0,5,0,0.636761034390756
"252",252,0,0,0,0,0,16697998,0,0,1392944,7747480,9012347.68,9012347.68,5,0,5,0,0.69533654627441
"253",253,0,0,0,0,0,19207605,0,0,1636757,9102671,10589817.79,10589817.79,5,0,5,0,0.817167888208524
"254",254,0,0,0,0,0,18163356,0,0,1535121,8534478,9932232.87,9932232.87,5,0,5,0,0.766533042832566
"255",255,0,0,0,0,0,18190548,0,0,1538320,8546245,9999080,9999080,5,0,5,0,0.767836217370497
"256",256,0,0,0,0,0,21477644,0,0,1860394,10331079,11943729.48,11943729.48,5,0,5,0,0.927602557431044
"257",257,0,0,0,0,0,18061098,0,0,1525221,8480503,9654648.93,9654648.93,5,0,5,0,0.761621575866319
"258",258,0,0,0,0,0,17660527,0,0,1483212,8260138,9433228.32,9433228.32,5,0,5,0,0.742110993210309
"259",259,0,0,0,0,0,15290348,0,0,1256327,6983396,7927423.37,7927423.37,5,0,5,0,0.62707842682291
"260",260,0,0,0,0,0,16845191,0,0,1406021,7821818,8900112.93,8900112.93,5,0,5,0,0.702619523662642
